5,today,0
26,today,0
43,today,0
44,today,0
58,today,0
63,today,0
64,today,0
78,today,0
79,today,0
90,today,0
94,today,0
102,today,0
107,today,0
110,today,0
114,today,0
115,today,0
117,today,0
122,today,0
132,today,0
144,today,0
149,today,0
153,today,0
160,today,0
161,today,0
174,today,0
177,today,0
184,today,0
191,today,0
208,today,0
213,today,0
214,today,0
225,today,0
237,today,0
244,today,0
245,today,0
250,today,0
251,today,0
255,today,0
260,today,0
278,today,0
279,today,0
280,today,0
291,today,0
300,today,0
303,today,0
310,today,0
311,today,0
318,today,0
319,today,0
321,today,0
323,today,0
329,today,0
330,today,0
331,today,0
347,today,0
350,today,0
371,today,0
375,today,0
378,today,0
384,today,0
388,today,0
390,today,0
400,today,0
401,today,0
405,today,0
407,today,0
414,today,0
417,today,0
423,today,0
426,today,0
428,today,0
443,today,0
444,today,0
463,today,0
468,today,0
469,today,0
477,today,0
483,today,0
489,today,0
490,today,0
497,today,0
498,today,0
503,today,0
507,today,0
509,today,0
513,today,0
527,today,0
531,today,0
535,today,0
536,today,0
539,today,0
547,today,0
549,today,0
553,today,0
556,today,0
558,today,0
559,today,0
578,today,0
584,today,0
594,today,0
595,today,0
600,today,0
625,today,0
628,today,0
630,today,0
642,today,0
646,today,0
651,today,0
659,today,0
660,today,0
661,today,0
667,today,0
669,today,0
673,today,0
682,today,0
684,today,0
694,today,0
698,today,0
699,today,0
700,today,0
714,today,0
715,today,0
717,today,0
719,today,0
722,today,0
742,today,0
743,today,0
744,today,0
745,today,0
749,today,0
751,today,0
754,today,0
756,today,0
759,today,0
761,today,0
763,today,0
777,today,0
783,today,0
784,today,0
790,today,0
792,today,0
808,today,0
818,today,0
821,today,0
822,today,0
828,today,0
829,today,0
834,today,0
835,today,0
839,today,0
844,today,0
851,today,0
852,today,0
855,today,0
857,today,0
862,today,0
864,today,0
865,today,0
867,today,0
873,today,0
890,today,0
894,today,0
902,today,0
905,today,0
915,today,0
918,today,0
928,today,0
929,today,0
933,today,0
936,today,0
938,today,0
940,today,0
949,today,0
958,today,0
960,today,0
963,today,0
970,today,0
974,today,0
975,today,0
979,today,0
984,today,0
987,today,0
991,today,0
999,today,0
1002,today,0
1004,today,0
1012,today,0
1014,today,0
1023,today,0
1024,today,0
1026,today,0
1034,today,0
1039,today,0
1040,today,0
1048,today,0
1050,today,0
1055,today,0
1064,today,0
1068,today,0
1073,today,0
1075,today,0
1081,today,0
1085,today,0
1089,today,0
1091,today,0
1109,today,0
1110,today,0
1111,today,0
1112,today,0
1114,today,0
1115,today,0
1118,today,0
1121,today,0
1126,today,0
1130,today,0
1137,today,0
1144,today,0
1149,today,0
1150,today,0
1157,today,0
1158,today,0
1161,today,0
1167,today,0
1169,today,0
1172,today,0
1180,today,0
1182,today,0
1183,today,0
1185,today,0
1188,today,0
1190,today,0
1205,today,0
1208,today,0
1210,today,0
1211,today,0
1225,today,0
1227,today,0
1229,today,0
1232,today,0
1237,today,0
1246,today,0
1247,today,0
1250,today,0
1253,today,0
1255,today,0
1260,today,0
1268,today,0
1271,today,0
1275,today,0
1278,today,0
1279,today,0
1285,today,0
1286,today,0
1289,today,0
1291,today,0
1300,today,0
1301,today,0
1304,today,0
1319,today,0
1325,today,0
1326,today,0
1327,today,0
1330,today,0
1332,today,0
1333,today,0
1334,today,0
1335,today,0
1341,today,0
1352,today,0
1362,today,0
1370,today,0
1377,today,0
1385,today,0
1390,today,0
1391,today,0
1408,today,0
1414,today,0
1415,today,0
1416,today,0
1419,today,0
1430,today,0
1440,today,0
1465,today,0
1467,today,0
1468,today,0
1481,today,0
1485,today,0
1489,today,0
1495,today,0
1496,today,0
1499,today,0
1513,today,0
1515,today,0
1517,today,0
1521,today,0
1528,today,0
1529,today,0
1534,today,0
1536,today,0
1542,today,0
1543,today,0
1546,today,0
1550,today,0
1569,today,0
1572,today,0
1573,today,0
1589,today,0
1611,today,0
1619,today,0
1620,today,0
1623,today,0
1624,today,0
1625,today,0
1626,today,0
1630,today,0
1631,today,0
1633,today,0
1638,today,0
1647,today,0
1649,today,0
1651,today,0
1653,today,0
1654,today,0
1655,today,0
1658,today,0
1661,today,0
1664,today,0
1665,today,0
1672,today,0
1676,today,0
1680,today,0
1691,today,0
1692,today,0
1700,today,0
1701,today,0
1707,today,0
1708,today,0
1718,today,0
1722,today,0
1725,today,0
1730,today,0
1746,today,0
1749,today,0
1767,today,0
1773,today,0
1780,today,0
1781,today,0
1784,today,0
1787,today,0
1799,today,0
126,time,1
147,time,1
192,time,1
194,time,1
202,time,1
212,time,1
223,time,1
228,time,1
284,time,1
298,time,1
353,time,1
422,time,1
425,time,1
461,time,1
480,time,1
488,time,1
557,time,1
605,time,1
702,time,1
718,time,1
757,time,1
841,time,1
889,time,1
903,time,1
907,time,1
937,time,1
1079,time,1
1090,time,1
1125,time,1
1147,time,1
1152,time,1
1154,time,1
1281,time,1
1292,time,1
1297,time,1
1299,time,1
1336,time,1
1380,time,1
1381,time,1
1386,time,1
1393,time,1
1395,time,1
1400,time,1
1407,time,1
1423,time,1
1426,time,1
1429,time,1
1431,time,1
1437,time,1
1445,time,1
1446,time,1
1456,time,1
1462,time,1
1492,time,1
1497,time,1
1518,time,1
1519,time,1
1545,time,1
1566,time,1
1584,time,1
1642,time,1
1679,time,1
1693,time,1
1703,time,1
1770,time,1
7,just,2
12,just,2
27,just,2
28,just,2
29,just,2
32,just,2
33,just,2
36,just,2
37,just,2
38,just,2
39,just,2
40,just,2
41,just,2
45,just,2
46,just,2
59,just,2
68,just,2
81,just,2
84,just,2
92,just,2
93,just,2
95,just,2
96,just,2
99,just,2
103,just,2
116,just,2
120,just,2
123,just,2
124,just,2
129,just,2
134,just,2
136,just,2
150,just,2
152,just,2
154,just,2
155,just,2
159,just,2
176,just,2
180,just,2
181,just,2
182,just,2
186,just,2
190,just,2
196,just,2
197,just,2
206,just,2
217,just,2
226,just,2
238,just,2
241,just,2
242,just,2
243,just,2
246,just,2
268,just,2
270,just,2
281,just,2
297,just,2
305,just,2
309,just,2
312,just,2
317,just,2
320,just,2
324,just,2
325,just,2
334,just,2
346,just,2
355,just,2
357,just,2
359,just,2
363,just,2
364,just,2
373,just,2
380,just,2
385,just,2
389,just,2
394,just,2
395,just,2
396,just,2
398,just,2
410,just,2
420,just,2
432,just,2
433,just,2
438,just,2
440,just,2
459,just,2
464,just,2
465,just,2
466,just,2
476,just,2
478,just,2
484,just,2
486,just,2
504,just,2
508,just,2
515,just,2
517,just,2
519,just,2
520,just,2
526,just,2
534,just,2
542,just,2
544,just,2
546,just,2
566,just,2
581,just,2
583,just,2
588,just,2
597,just,2
602,just,2
603,just,2
617,just,2
618,just,2
627,just,2
632,just,2
635,just,2
639,just,2
653,just,2
664,just,2
668,just,2
674,just,2
686,just,2
687,just,2
703,just,2
716,just,2
721,just,2
725,just,2
728,just,2
730,just,2
736,just,2
737,just,2
738,just,2
753,just,2
760,just,2
767,just,2
772,just,2
778,just,2
793,just,2
795,just,2
796,just,2
798,just,2
809,just,2
810,just,2
812,just,2
813,just,2
823,just,2
830,just,2
836,just,2
837,just,2
842,just,2
848,just,2
854,just,2
870,just,2
874,just,2
882,just,2
888,just,2
892,just,2
906,just,2
912,just,2
913,just,2
921,just,2
923,just,2
926,just,2
931,just,2
939,just,2
941,just,2
947,just,2
951,just,2
971,just,2
976,just,2
981,just,2
985,just,2
994,just,2
997,just,2
998,just,2
1007,just,2
1008,just,2
1013,just,2
1017,just,2
1019,just,2
1025,just,2
1028,just,2
1030,just,2
1035,just,2
1038,just,2
1043,just,2
1045,just,2
1046,just,2
1049,just,2
1053,just,2
1054,just,2
1059,just,2
1065,just,2
1066,just,2
1071,just,2
1076,just,2
1078,just,2
1096,just,2
1105,just,2
1117,just,2
1124,just,2
1128,just,2
1134,just,2
1148,just,2
1153,just,2
1155,just,2
1156,just,2
1159,just,2
1162,just,2
1164,just,2
1179,just,2
1189,just,2
1194,just,2
1199,just,2
1200,just,2
1202,just,2
1207,just,2
1214,just,2
1219,just,2
1230,just,2
1239,just,2
1245,just,2
1248,just,2
1251,just,2
1257,just,2
1273,just,2
1274,just,2
1277,just,2
1280,just,2
1284,just,2
1290,just,2
1295,just,2
1302,just,2
1310,just,2
1315,just,2
1320,just,2
1331,just,2
1338,just,2
1340,just,2
1347,just,2
1361,just,2
1365,just,2
1403,just,2
1411,just,2
1418,just,2
1427,just,2
1452,just,2
1453,just,2
1466,just,2
1470,just,2
1472,just,2
1474,just,2
1478,just,2
1480,just,2
1483,just,2
1488,just,2
1493,just,2
1498,just,2
1500,just,2
1506,just,2
1514,just,2
1538,just,2
1539,just,2
1544,just,2
1549,just,2
1552,just,2
1556,just,2
1567,just,2
1580,just,2
1591,just,2
1601,just,2
1602,just,2
1606,just,2
1610,just,2
1615,just,2
1616,just,2
1621,just,2
1629,just,2
1640,just,2
1646,just,2
1652,just,2
1662,just,2
1670,just,2
1673,just,2
1675,just,2
1677,just,2
1695,just,2
1705,just,2
1712,just,2
1713,just,2
1720,just,2
1728,just,2
1731,just,2
1739,just,2
1742,just,2
1743,just,2
1745,just,2
1748,just,2
1751,just,2
1765,just,2
1768,just,2
1772,just,2
1777,just,2
1789,just,2
1790,just,2
1793,just,2
1795,just,2
1796,just,2
1797,just,2
169,morning,3
170,morning,3
204,morning,3
233,morning,3
253,morning,3
259,morning,3
